,Title,Actual_Price,Selling_Price,Model Name,Color,Headphone Type,Inline Remote,Sales Package,Connectivity,Headphone Design,Accessories Included
467,"boAt Rockerz 235 Pro with upto 20 Hours Playback and ASAP Charge Bluetooth Headset  (Furious Blue, In the Ear)","₹1,990","₹1,299",Rockerz 235 Pro,Furious Blue,In the Ear,Yes,"1 Neckband, Additional Earbuds, Charging Cable, User Manual, Warranty Card",Bluetooth,Earbud,
468,"Noise Buds VS102 with 14 Hours Playtime, 11mm Driver, IPX5, and Unique Flybird Design Bluetooth Headset  (Midnight Blue, True Wireless)","₹2,999","₹1,299",VS102,Midnight Blue,True Wireless,No,"1 Pair of Earbuds with Charging Case, Charging Cable, User Manual, Warranty Registration Card",Bluetooth,Earbud,
469,"Wings Phantom 210 Gaming Neckband, 40hrs Playtime, 50ms Low Latency Headphones Bluetooth Gaming Headset  (Black, In the Ear)","₹2,499","₹1,299",WL-PHANTOM210,Black,In the Ear,Yes,"1 Neckband, Cable, Ear Cushions, User Manual",Bluetooth,Behind the Neck,
470,"Wings Phantom 500 Godlike Gaming TWS Earbuds Bluetooth Gaming Headset  (Yellow, True Wireless)","₹4,999","₹1,299",Phantom 500 Godlike Gaming TWS Earbuds,Yellow,True Wireless,Yes,"1 Pair of Earbuds with Charging Case, Cable, Ear Cushions, User Manual",Bluetooth,Earbud,
471,"Boult Audio Omega with 30dB ANC, Quad Mic ENC, 45ms Latency Gaming Mode, 32H Playtime, 5.2 Bluetooth Headset  (Black, True Wireless)","₹9,999","₹1,999",Airbass Omega,Black,True Wireless,Yes,"1 Pair of Earbud with Charging Case, Extra Pair of Eartips, Charging Cable, User Manual, Warranty Card",Bluetooth,Earbud,
472,"ZEBRONICS Zeb-Buds 10 Wired Headset  (Red, In the Ear)",₹699,₹329,Zeb-Buds 10,Red,In the Ear,No,"1 Earphone, 2 Extra Pair of Eartips",Wired,Earbud,
473,"Portronics Conch 10 Wired Headset  (White, In the Ear)",₹499,₹339,Conch 10,White,In the Ear,Yes,1N Earphone,Wired,Earbud,
474,"Noise Buds VS204 with 50 Hours Playtime, Instacharge, ESR, 10mm Driver, and HyperSync Bluetooth Headset  (Jet Black, True Wireless)","₹3,999","₹1,599",Buds�VS204,Jet Black,True Wireless,Yes,"1 Pair of Earbuds with Charging Case, Charging Cable, User Manual, Warranty Registration Card",Bluetooth,Earbud,
475,"PTron InTunes Pro Bluetooth Headset  (Black, In the Ear)","₹3,299","₹1,099",InTunes Pro,Black,In the Ear,Yes,"1*Wireless Neckband, 1*Charging Cable, 1*User Manual, 2 Pair Extra Eartips",Bluetooth,Behind the Neck,
476,"Noise Buds VS102 with 14 Hours Playtime, 11mm Driver, IPX5, and Unique Flybird Design Bluetooth Headset  (Midnight Blue, True Wireless)","₹2,999","₹1,299",VS102,Midnight Blue,True Wireless,No,"1 Pair of Earbuds with Charging Case, Charging Cable, User Manual, Warranty Registration Card",Bluetooth,Earbud,
477,"Skullcandy Jib Plus Wireless Bluetooth Headset  (Pure Mint, In the Ear)","₹2,499","₹1,499",Jib Plus Wireless,Pure Mint,In the Ear,Yes,1 Headphone,Bluetooth,Earbud,
478,"Noise Air Buds 2 with 40 Hours Playtime, 13mm Driver, Quad Mic with ENC, & Instacharge Bluetooth Headset  (White, True Wireless)","₹4,999","₹1,899",Airbuds 2,White,True Wireless,No,"1 Pair Earbuds, Charging Case, Charging Cable, User Manual, Warranty Card",Bluetooth,Earbud,
479,"PTron Bassbuds Duo Bluetooth Headset  (Blue, True Wireless)","₹2,599","₹1,299",Bassbuds Duo,Blue,True Wireless,Yes,1 headphone,Bluetooth,Earbud,USB Charging Cable
480,"boAt Airdopes 131 with upto 60 Hours and ASAP Charge Bluetooth Headset  (Crimson Cream, True Wireless)","₹2,990","₹1,299",Airdopes 131,Crimson Cream,True Wireless,No,"1 Pair of Earbuds, Additional Buds, Charging Cable, User Manual, Warranty Card",Bluetooth,Earbud,
481,"ZEBRONICS ZEB-YOGA N1 Wireless Earphones with ENC, Gaming Mode, up to 20H playback. Bluetooth Gaming Headset  (Blue, In the Ear)","₹2,999","₹1,099","ZEB-YOGA N1 Wireless Earphones with ENC, Gaming Mode, up to 20H playback.",Blue,In the Ear,Yes,"Neckband - 1 unit, Eartips - 4 units, Charging cable - 1 unit, QR Code Guide - 1 unit",Bluetooth,Behind the Neck,
482,"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset  (Black, True Wireless)","₹3,499","₹1,699",Immortal 131,Black,True Wireless,No,"1 Pair of Earbuds, Additional Ear Tips, Charging Cable, User Manual, Warrranty Card",Bluetooth,Earbud,
483,"Noise Buds VS202 with 13mm driver,Hyper Sync and Fast Charge Bluetooth Headset  (Mint Green, True Wireless)","₹3,499","₹1,099",Buds VS202 Truly Wireless,Mint Green,True Wireless,No,"1N Bluetooth Headphone, 1N Charging Case, 1N Charging Cable, 1N User Manual, 1N Warranty Registration Card",Bluetooth,Earbud,
484,"Boult Audio BassBuds Oak Pure-Wood Wired Headset  (Brown, In the Ear)","₹1,299",₹549,BassBuds Oak Pure-Wood,Brown,In the Ear,Yes,"1 BassBuds Oak Earphones, 2 Extra Pair of Earbuds",Wired,,
485,"Noise Nerve Neckband with 25 Hours of Playtime, 10mm Driver, Instacharge, and IPX5 Bluetooth Headset  (Forest Green, In the Ear)","₹2,499",₹899,NNB-31,Forest Green,In the Ear,Yes,"1x Bluetooth Neckband, 1x Charging Cable, 2x Extra Eartips, 1x User Manual",Bluetooth,Behind the Neck,
486,"Noise Buds VS202 with 13mm driver,Hyper Sync and Fast Charge Bluetooth Headset  (Midnight Blue, True Wireless)","₹3,499","₹1,099",Buds VS202 Truly Wireless,Midnight Blue,True Wireless,No,"1N Bluetooth Headphone, 1N Charging Case, 1N Charging Cable, 1N User Manual, 1N Warranty Registration Card",Bluetooth,Earbud,
487,"Noise Nerve Pro with upto 35hrs of playtime, ESR, Instacharge and Bluetooth v5.2 Bluetooth Headset  (Cyan Blue, In the Ear)","₹2,799","₹1,099",Nerve Pro Neckband,Cyan Blue,In the Ear,Yes,"1 Neckband, Charging Cable, User Manual 2 Extra Eartips",Bluetooth,Behind the Neck,
488,"boAt Rockerz 450 Pro with Upto 70 Hours Playback Bluetooth Headset  (Hazel Beige, On the Ear)","₹3,990","₹1,999",Rockerz 450 Pro with Upto 70 Hours Playback,Hazel Beige,On the Ear,No,"1 Headphone, Type-C Charging Cable, Aux Cable, User Manual, Warranty Card",Bluetooth,Over the Head,
489,"Noise Buds VS202 with 13mm driver,Hyper Sync and Fast Charge Bluetooth Headset  (Charcoal Black, True Wireless)","₹3,499","₹1,099",Buds VS202 Truly Wireless,Charcoal Black,True Wireless,No,"1N Bluetooth Headphone, 1N Charging Case, 1N Charging Cable, 1N User Manual, 1N Warranty Registration Card",Bluetooth,Earbud,
490,"PTron Pride Lite HBE in-Ear Wired Headphones ( Blue ) Wired Headset  (Blue, In the Ear)",₹849,₹399,Pride Lite HBE in-Ear Wired Headphones ( Blue ),Blue,In the Ear,Yes,1 Earphone,Wired,Earbud,Additional Earmuffs/Eartips
491,"Skullcandy Indy Evo True Bluetooth Headset  (Grey, True Wireless)","₹12,999","₹6,499",Indy Evo True,Grey,True Wireless,Yes,"2 Earbuds, USB Charging Cable, User Manual",Bluetooth,Earbud,
492,"Boult Audio ProBass Fcharge with 40 hrs Playtime, ENC, Fast Charging, Fast Pairing Bluetooth Headset  (Blue, In the Ear)","₹4,999","₹1,199",ProBass FCharge,Blue,In the Ear,Yes,"1 Neckband, Extra Pair of Eartips, Charging Cable, User Manual",Bluetooth,Behind the Neck,
493,"Skullcandy Jib Headset with mic  (Black, In the Ear)",₹999,₹799,S2DUYK-343,Black,In the Ear,Yes,1 Headset,Wired,Canalphone,
494,"PTron InTunes Pro Bluetooth Headset  (Black, In the Ear)","₹3,299","₹1,099",InTunes Pro,Black,In the Ear,Yes,"1*Wireless Neckband, 1*Charging Cable, 1*User Manual, 2 Pair Extra Eartips",Bluetooth,Behind the Neck,
495,"(Refurbished) Ptron Twinspro Bluetooth Headset with Mic  (Black, In the Ear)",NaN,NaN,Twinspro,Black,In the Ear,No,1 Headphone,Bluetooth,,
496,"PTron Pride Lite HBE Wired Headset  (Black, In the Ear)",₹899,₹399,Pride Lite HBE,Black,In the Ear,Yes,earphone,Wired,Canalphone,
497,"boAt Rockerz 333 Upto 30 Hours Battery Bluetooth Headset  (Teal Green, In the Ear)","₹2,490","₹1,599",Rockerz 333 with ASAP Charge and upto 30 Hours Playback,Teal Green,In the Ear,Yes,"1 Headphone, Additional Earbuds, Type-C Charging Cable, User Manual, Warranty Card",Bluetooth,Behind the Neck,
498,"Noise Nerve Pro with upto 35hrs of playtime, ESR, Instacharge and Bluetooth v5.2 Bluetooth Headset  (Neon Green, In the Ear)","₹2,799",₹899,Nerve Pro Neckband,Neon Green,In the Ear,Yes,"1 Neckband, Charging Cable, User Manual 2 Extra Eartips",Bluetooth,Behind the Neck,
499,"Wings Phantom 760 Wireless Earphones with Low Latency, Bullet ChargeTM & App Support Bluetooth Gaming Headset  (Metallic Grey, In the Ear)","₹2,999","₹1,399",Phantom 760,Metallic Grey,In the Ear,Yes,"1 Pair of Earbuds with Charging Case, Cable, Ear Cushions, User Manual",Bluetooth,Earbud,
500,"Boult Audio ProBass YCharge with Fast Charging , Pro+ Calling Mic and 12H Playtime Bluetooth Headset  (Black, In the Ear)","₹1,999",₹799,Probass YCharge,Black,In the Ear,Yes,"1 Neckband, Extra Pair of Eartips, Charging Cable, User Manual",Bluetooth,Behind the Neck,
501,"Skullcandy Dime Truly wireless in Ear Earbuds with microphone Bluetooth Headset  (Green, True Wireless)","₹7,499","₹2,668",S2DMW-P750,Green,True Wireless,Yes,"Dime True Wireless Earbuds, Charging Case, Ear Gels (S, M, L) Micro- USB Charging Cable, User Guide",Bluetooth,Earbud,"USB Charging Cable, Charging Case"
502,"Boult Audio Omega with 30dB ANC, Quad Mic ENC, 45ms Latency Gaming Mode, 32H Playtime, 5.2 Bluetooth Headset  (White, True Wireless)","₹9,999","₹1,999",Airbass Omega,White,True Wireless,Yes,"1 Pair of Earbud with Charging Case, Extra Pair of Eartips, Charging Cable, User Manual, Warranty Card",Bluetooth,Earbud,
503,"ZEBRONICS Zeb- Bang Pro Bluetooth Headset  (Red, On the Ear)","₹2,499","₹1,199",Zeb- Bang Pro,Red,On the Ear,No,"Headphone: 1 unit, Charging cable :1 unit, User manual : 1 unit, AUX Cable : 1 unit",Bluetooth,Foldable Over the Head,
504,"Portronics Conch 20 Wired Headset  (White, In the Ear)",₹599,₹429,Conch 20,White,In the Ear,Yes,1N Earphone,Wired,Earbud,
505,"Noise Air Buds Mini with 15 Hours Playtime, Tru Bass Technology, and HyperSync Bluetooth Headset  (Pale Blue, True Wireless)","₹2,999",₹999,Air Buds Mini Truly Wireless,Pale Blue,True Wireless,Yes,"1N Bluetooth Headphone, 1N Charging Case, 1N Type C Charging Cable, 1N User Manual, 1N Warranty Registration Card, 1N Reset Card",Bluetooth,Earbud,
506,"Noise Buds Combat with 45 Hours Playtime, Ultra-low Latency(40ms), Quad Mic ENC Gaming Bluetooth Headset  (Shadow grey, True Wireless)","₹3,999","₹1,799",Buds Combat,Shadow grey,True Wireless,No,"1 Pair Earbuds, Charging Case, Charging Cable, User Manual, Warranty Registration Card",Bluetooth,Earbud,
507,"PTron Basspods Flare, 40ms Gaming TWS Earbuds, 35hrs Playtime, Clear Calls & Deep Bass Bluetooth Headset  (Black, In the Ear)","₹3,199",₹899,Basspods Flare,Black,In the Ear,Yes,"1 Pair of Earbuds with Charging Case, Charging Cable, User Guide QR Card and 2 Pair of Extra Eartips",Bluetooth,Earbud,
508,"Portronics Harmonics Twins 26 with Active ENC TWS Bluetooth Headset  (Black, True Wireless)","₹2,999","₹1,457",Harmonics Twins 26 with Active ENC TWS,Black,True Wireless,Yes,"Smart TWS Earbuds 2N, Charging Cable 1N, Documentation 1N",Bluetooth,Earbud,
509,"Boult Audio ProBass Escape with Zen Tech ENC mic 10Hrs Playtime, Extra Deep Bass Bluetooth Headset  (Blue, In the Ear)","₹3,999",₹899,ProBass Escape,Blue,In the Ear,Yes,"1 Escape Earphone, 2 Extra Pair of Earbuds, Charging Micro USB Cable, User Manual",Bluetooth,Behind the Neck,
510,"Wings Vader 100 Wired Gaming Headset  (Red, On the Ear)","₹1,799","₹1,099",Vader 100,Red,On the Ear,Yes,"1 Headphone, Warranty Card, User Manual",Wired,Over the Head,
511,"Skullcandy Ink'd Plus Wired Headset  (Blue, In the Ear)","₹2,499","₹1,091",S2IMY-M686,Blue,In the Ear,Yes,"User Guide, Earphone",Wired,,
512,"PTron Soundster Arcade Gaming Wired Headphones with Adjustable HD Mic, Hi-Fi Stereo Sound, Ergonomic Headset with Volume Control, 3.5mm Aux and 1.3 Meter Long Tangle-free Cable Wired Gaming Headset  (Black, On the Ear)","₹1,299",₹699,Soundster Arcade,Black,On the Ear,Yes,1,Wired,Over the Head,
513,"PTron Bassbuds Xtreme, Gaming TWS Earbuds, 32hrs Playtime, Clear Calls, Pinch Control Bluetooth Headset  (Grey & Black, In the Ear)","₹4,599","₹1,299",Bassbuds Xtreme,Grey & Black,In the Ear,Yes,"1 Pair of Earbuds with Charging Case, Charging Cable, User Guide QR Card and 2 Pair of Extra Eartips",Bluetooth,Earbud,
514,"boAt Airdopes 191G with 6mm Dual Drivers, Quad Mics ENx Tech & Beast Mode for Gaming Bluetooth Headset  (Sport Blue, True Wireless)","₹3,490","₹1,799",Airdopes 191G,Sport Blue,True Wireless,No,"1 Pair of Earbuds, Additional Ear Tips, Charging Cable, User Manual, Warranty Card",Bluetooth,Earbud,
515,"boAt Airdopes 131 PRO with 11mm Drivers,45Hrs Playback,ASAP Charge & Quad Mic ENx Bluetooth Headset  (Mint Cascade, In the Ear)","₹2,990","₹1,299",Airdopes 131 Pro,Mint Cascade,In the Ear,No,"1 Pair of Earbuds with Charging Case, Additional Earbuds, Charging Cable, User Manual, Warranty Card",Bluetooth,Earbud,
516,"boAt Airdopes 191G with 6mm Dual Drivers, Quad Mics ENx Tech & Beast Mode for Gaming Bluetooth Headset  (Sport Blue, True Wireless)","₹3,490","₹1,799",Airdopes 191G,Sport Blue,True Wireless,No,"1 Pair of Earbuds, Additional Ear Tips, Charging Cable, User Manual, Warranty Card",Bluetooth,Earbud,
517,"ZEBRONICS Zeb-Yoga 101 Bluetooth Headset  (Red, In the Ear)","₹2,499",₹849,Zeb-Yoga 101,Red,In the Ear,Yes,"1 Headphone, 2 Pair of Earbuds, 2 Pair of Earhooks, Charging Cable, User Manual",Bluetooth,Behind the Neck,
518,"Boult Audio Thunder Bluetooth Headset  (Black, On the Ear)","₹3,999","₹1,399",Thunder,Black,On the Ear,Yes,"1 Headphone, Charging Cable, Aux Cable, User Manual",Bluetooth,Over the Head,
519,"Noise Tune Active Pro with upto 60hrs playtime, ESR, Instacharge and Bluetooth V5.2 Bluetooth Headset  (Jet Black, In the Ear)","₹2,999","₹1,199",Tune Active Pro Neckband,Jet Black,In the Ear,Yes,"1 Headphone, Charging Cable, User Manual, 2 Extra Ear-tips",Bluetooth,Behind the Neck,
520,"Wings X-Fire Gaming TWS with 25 Hrs playtime Bluetooth Gaming Headset  (Black, True Wireless)","₹3,999","₹1,599","X-Fire with 25 Hrs playtime Bluetooth5.3, 50ms low latency",Black,True Wireless,Yes,"1 Pair of Earbuds, Charging Case, User Manual, Type-C Charging Cable, 3 Sets of Eartips",Bluetooth,Earbud,
521,"Wings Phantom 210 Gaming Neckband, 40hrs Playtime, 50ms Low Latency Headphones Bluetooth Gaming Headset  (Blue, Grey, In the Ear)","₹2,499","₹1,299",WL-PHANTOM210,"Blue, Grey",In the Ear,Yes,"1 Neckband, Cable, Ear Cushions, User Manual",Bluetooth,Behind the Neck,
522,"ZEBRONICS Zeb-Orion Wired Gaming Headset  (Black, On the Ear)","₹4,999","₹1,899",Orion,Black,On the Ear,No,1 Headphone,Wired,,
523,"Wings PowerPods With PowerBank Function Bluetooth Headset  (Black, True Wireless)","₹9,499","₹1,999",PowerPods,Black,True Wireless,No,1 pair earphones :: 3 sizes of eartips :: 1 micro USB charging cable :: 1 User manual :: 1 warranty card,Bluetooth,,
524,"Skullcandy Dime Truly wireless in Ear Earbuds with microphone Bluetooth Headset  (Black, True Wireless)","₹7,499","₹2,699",s2dmw-p740,Black,True Wireless,Yes,"Dime True Wireless Earbuds, Charging Case, Ear Gels (S, M, L) Micro- USB Charging Cable, User Guide",Bluetooth,Earbud,"USB Charging Cable, Charging Case"
525,"Noise Tune Active Pro with upto 60hrs playtime, ESR, Instacharge and Bluetooth V5.2 Bluetooth Headset  (Cobalt Blue, In the Ear)","₹2,999","₹1,199",Tune Active Pro Neckband,Cobalt Blue,In the Ear,Yes,"1 Neckband, Charging Cable, 2 Extra Eartips, User Manual",Bluetooth,Behind the Neck,
526,"ZEBRONICS Zeb-Buds 10 Wired Headset  (Red, In the Ear)",₹699,₹329,Zeb-Buds 10,Red,In the Ear,No,"1 Earphone, 2 Extra Pair of Eartips",Wired,Earbud,
527,"Skullcandy Indy Evo Bluetooth Headset  (Deep Red, True Wireless)","₹12,999","₹5,999",Indy Evo,Deep Red,True Wireless,Yes,1 Earbuds,Bluetooth,Earbud,
528,"ZEBRONICS Zeb-Yoga 101 Bluetooth Headset  (Red, In the Ear)","₹2,499",₹849,Zeb-Yoga 101,Red,In the Ear,Yes,"1 Headphone, 2 Pair of Earbuds, 2 Pair of Earhooks, Charging Cable, User Manual",Bluetooth,Behind the Neck,
529,"Portronics Harmonics Z2 - 30 Hours Playtime Wireless Neckband Bluetooth Headset  (Red, In the Ear)","₹1,999","₹1,299",Harmonics Z2 Wireless Stereo,Red,In the Ear,Yes,"1 headphone, Charging Cable, User Manual",Bluetooth,Behind the Neck,USB Charging Cable
530,"Portronics Harmonics 250 Fast Charging with 60Hrs Playtime Bluetooth Headset  (Green, In the Ear)","₹2,999","₹2,199",Harmonics 250 Fast Charging with 60Hrs Playtime,Green,In the Ear,Yes,1 headphone,Bluetooth,Behind the Neck,USB Charging Cable
531,"PTron Bassbuds B11 with 13mm Driver, Stereo Calls, 28Hrs Playback Bluetooth Headset  (Black, In the Ear)","₹2,599",₹999,Bassbuds B11,Black,In the Ear,Yes,"1 Pair Earbuds, Charging Case, Charging Cable, User Guide Card",Bluetooth,Earbud,
532,"Skullcandy Dime 2 Bluetooth Headset  (Blue, Green, True Wireless)","₹7,999","₹2,699",S2DBW-P750,"Blue, Green",True Wireless,No,"1 Pair Earbuds, Charging Case, USB Charging Cable, User Manual Guide",Bluetooth,Earbud,
533,"PTron Boom One Wired Headset  (Red, In the Ear)",₹800,₹451,Boom One,Red,In the Ear,Yes,"One Headphone, 2*Pairs of additional eartips, One Collar Durable Cuff Clip Holder",Wired,Earbud,Additional Earmuffs/Eartips
534,"boAt Airdopes 163 Bluetooth Headset  (Bold Blue, True Wireless)","₹2,490","₹1,399",AIRDOPES 163,Bold Blue,True Wireless,No,"1 Pair of Earbuds, User Manual, Warranty Card, Additional Ear Tips, Charging Cable, Charging Case",Bluetooth,Earbud,
535,"ZEBRONICS Zeb Duke 101 Wireless Headphone with Mic Bluetooth Headset  (Red, On the Ear)","₹1,899",₹899,Zeb Duke 101 Wireless Headphone with Mic,Red,On the Ear,No,"Headphone : 1unit, Charging Cable : 1 unit, User Manual : 1",Bluetooth,Over the Head,"USB Charging Cable, User Manual"
536,"ZEBRONICS ZEB-BRO Wired Headset  (Black, In the Ear)",₹349,₹299,ZEB-BRO,Black,In the Ear,Yes,1 X WIRED HEADPHONE,Wired,,
537,"Portronics Harmonics Z4 Wireless Stereo Neckband Bluetooth Headset  (Black, In the Ear)","₹2,499",₹899,Harmonics Z4 Wireless Stereo Neckband,Black,In the Ear,Yes,"Headset 1N, Charging Cable 1N",Bluetooth,Behind the Neck,USB Charging Cable
538,"Portronics Harmonics X Bluetooth Headset  (Black, In the Ear)","₹1,999","₹1,399",Harmonics X,Black,In the Ear,Yes,"1 headphone, Charging Cable, Earbuds, User Manual",Bluetooth,Behind the Neck,
539,"Noise Beads with 18hrs of playtime, HyperSync, IPX5 and Bluetooth v5.1 Bluetooth Headset  (Pearl White, True Wireless)","₹3,499","₹1,399",Beads Truly Wireless,Pearl White,True Wireless,Yes,"1 Headphone, Charging Case, Charging Cable, User Manual, Warranty Registration Card",Bluetooth,Earbud,
540,"Boult Audio AirBass Z40 with ZEN ENC Mic, 60H Playtime, Low Latency Bluetooth Headset  (Brown, In the Ear)","₹4,999","₹1,499",Airbass Z40,Brown,In the Ear,Yes,"1 Pair of Earbuds with Charging Case, Extra Pair of Eartips, Charging Cable, User Manual, Warranty Card",Bluetooth,Earbud,
541,"PTron Basspods Flare, 40ms Gaming TWS Earbuds, 35hrs Playtime, Clear Calls & Deep Bass Bluetooth Headset  (Yellow, In the Ear)","₹3,199",₹899,Basspods Flare,Yellow,In the Ear,Yes,"1 Pair of Earbuds with Charging Case, Charging Cable, User Guide QR Card and 2 Pair of Extra Eartips",Bluetooth,Earbud,
542,"Skullcandy Hesh Evo Bluetooth Headset  (Black, On the Ear)","₹14,999","₹8,299",s6hvw-n740,Black,On the Ear,Yes,"Hesh Evo Wireless Headphone, USB-C Charging Cable, User Manual, Backup AUX Cable",Bluetooth,Over the Head,
543,"Wings Sling 100 Neckband Environmental Noise Cancellation ( ENC ) Vibration Alert Bluetooth Headset  (Black, In the Ear)","₹2,499","₹1,288",WL-SLING 100-BLK,Black,In the Ear,No,"1 pair of earphones, 3 sizes of eartips,Type-C USB charging cable, 1 User manual, 1 warranty card.",Bluetooth,Earbud,
544,"Noise Buds VS102 with 14 Hours Playtime, 11mm Driver, IPX5, and Unique Flybird Design Bluetooth Headset  (Celeste Blue, True Wireless)","₹2,999","₹1,199",Buds VS102 Truly Wireless,Celeste Blue,True Wireless,No,"1 Pair Earbuds, Charging Case, Charging Cable, User Manual, Warranty Registration Card",Bluetooth,Earbud,
545,"PTron Basspods P81 Pro Bluetooth Headset  (White, True Wireless)","₹3,999","₹1,749",Basspods P81 Pro,White,True Wireless,Yes,"1 earbud , user manual ,warranty card",Bluetooth,Earbud,"USB Charging Cable, User Manual, Charging Case"
546,"Skullcandy JIB True Wireless Bluetooth Headset  (Blue, True Wireless)","₹8,999","₹2,950",JibTrue Wireless,Blue,True Wireless,Yes,"Jib True Wireless Earbuds, Charging Case, Ear Gels (S, M, L), Micro- USB Charging Cable, User Guide",Bluetooth,Earbud,
547,"Boult Audio AirBass Xpods TWS Earbuds with 20H Playtime Bluetooth Headset  (Black, True Wireless)","₹4,999",₹999,XPods,Black,True Wireless,Yes,"1 Pair of Earphones, Charging case, Pair of ear buds, Type-C charging cable, User Manual",Bluetooth,Earbud,
548,"boAt Bassheads 100 Wired Headset  (Black, In the Ear)",₹999,₹399,Bassheads 100,Black,In the Ear,Yes,"1 Earphone, User Manual, Warranty Card",Wired,Earbud,
549,"ZEBRONICS Zeb-Buds C2 Wired Headset  (Red, In the Ear)",₹699,₹573,Zeb-Buds C2,Red,In the Ear,Yes,1 unit earphone,Wired,Earbud,
