,Title,Actual_Price,Selling_Price,Brand,Model Name,Colour,Headphones Form Factor,Connector Type,Form Factor,Connectivity technologies,Wireless Communication Technology,Cable Type,Compatible Device,Special Feature,Style,Connectivity Technology,Wireless communication technologies,Age Range (Description),Connectivity Type,Mounting Hardware,Series,Compatible Devices,Specific Uses For Product,Material,Fabric Type,Weight,Size,Item Dimensions LxWxH,Number of Batteries
94,(Renewed) Skullcandy Dime 2 True Wireless In Ear Earbuds (Black),NaN,,Skullcandy,Dime 2 TWS,Black,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
95,Meyaar SPN UpBeat-1 Wired in Ear Earphone with Mic (Blue+Brown),₹799,299,Meyaar,Upbeat-1,Blue+Brown,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
96,Skullcandy Hesh3 Wireless Over-Ear Headphone with Mic (Black),NaN,"5,899",Skullcandy,Hesh 3,Black,Over Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
97,"boAt Rockerz 255 Pro+ in-Ear Bluetooth Neckband with Upto 40 Hours Playback, ASAP Charge, IPX7, Dual Pairing, BT v5.0, with Mic (Teal Green)","₹3,990","1,299",boAt,Rockerz 255 Pro+,Teal Green,In Ear,Bluetooth 5.0,,,,,,,,,,,,,,,,,,,,,
98,"CableCreation 3.5mm TRS Aux Cable, Braided Audio Auxiliary Input Adapter Male to Male for Car, Hi-Fi Sound, Cotton Compatible with Headphone, Galaxy S22, Phone, Home Stereo, Car Stereo&More",NaN,599,CableCreation,,"Gold, White, Black",,Auxiliary,,,,AUX,"Laptop, Television, Personal Computer, Smartphone",,,,,,,,,,,,,,,,
99,(Renewed) boAt Rockerz 600 Bluetooth Headphones,NaN,,boAt,Rockerz,Black,On Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
100,"Wings Phantom 410 Best Low Latency 40ms Wireless Earbuds, Gaming Case with Digital Battery Indicator, 70 Hours Playtime, in Ear Airpods, ENC Mic, Touch Controls TWS Headset","₹2,999","1,446",Wings,Phantom 410,Black,,,In Ear,Wireless,,,,,,,,,,,,,,,,,,,
101,"(Renewed) boAt Airdopes 141 Tws Bluetooth Truly Wireless In Ear Earbuds With Mic 42H Playtime, Beast Mode, Enx Tech, Asap Charge, Iwp, Ipx4 Water Resistance, Smooth Touch Controls(Pure White)",NaN,"1,099.",boAt,Airdopes 141,Pure White,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
102,(Renewed) BoAt Rockerz 600 Bluetooth Headphones (Brown),NaN,,boAt,,Brown,On Ear,Wired,,,Bluetooth,,,,,,,,,,,,,,,,,,
103,(Renewed) Boult Audio ProBass EQCharge Bluetooth Headset (Black),NaN,,Boult Audio,ProBass EQCharge Bluetooth (Black)-cr,Black,,Wireless,,,Bluetooth,,,,,,,,,,,,,,,,,,
104,"Boult Audio Airbass Z10 Bluetooth Truly Wireless in Ear Earbuds with Mic with 30H Playtime & Fast Charging with Type-C, Ipx7 Fully Waterproof and Voice Assistant (Grey)","₹4,999","1,199",Boult Audio,AirBass,Grey,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
105,Meyaar M12 Edition Wired Durable Metal Earphones Earbuds with Microphone with Noise Isolating Earphones Earbuds with Remote & Mic Headset Stereo Headphones for Android & iOS Smartphones (Metal White),₹999,259,Meyaar,,Metal White,In Ear,wired usb,,,,,,,,,,,,,,,,,,,,,
106,Skullcandy Dime Bluetooth Truly Wireless in Ear Earbuds with Mic (Light Gray Blue),"₹7,499","2,699",Skullcandy,Dime TWS,Light Gray Blue,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
107,"Portronics Harmonics Twins S3 Smart TWS Bluetooth 5.2 Earbuds with 20 Hrs Playtime, 8 MM Drivers, Lightweight Earbuds(Black)","₹1,999","1,099",Portronics,Twins S3,Black,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
108,boAt Bassheads 102 in Ear Wired Earphones with Mic(Fiery Red),"₹1,290",449,boAt,Bassheads,Fiery Red,In Ear,3.5 mm Jack,,,,,,,,,,,,,,,,,,,,,
109,"Logitech H340 Stereo Wired Over Ear Headphones With Mic With Noise-Cancelling, Usb, Pc/Mac/Laptop - Black","₹3,195","2,470",Logitech,l1,Black,Over Ear,Wired,,,,,,,,,,,,,,,,,,,,,
110,Meyaar Kidz Earphones Without Mic Colorful in-Ear Headphones Earphones with 3.5mm Jack Stereo Bulk Earbuds for Classroom School Library - 10 Pack (Without Mic),₹999,499,Meyaar,,Black,In Ear,wired usb,,,,,,,,,,,,,,,,,,,,,
111,"Jabra Elite 3 in Ear Wireless Bluetooth Earbuds – Noise Isolating True Wireless Buds with 4 Built-in Microphones for Clear Calls, Rich Bass, Customizable Sound, and Mono Mode - Lilac","₹21,303","16,671",Jabra,Elite 3,Lilac,In Ear,Bluetooth,,,,,,,,,,,,,,,,,,,,,
112,"boAt Newly Launched Rockerz 378 Bluetooth Neckband with Spatial Bionic Sound Tuned by THX, Beast™ Mode, ASAP™ Charge, Signature Sound, 25 Hours Playtime & BT v5.1(Electric Blue)","₹3,490","1,299",boAt,Rockerz 378,Electric Blue,In Ear,Bluetooth,,,,,,,,,,,,,,,,,,,,,
113,"Wings X Fire Wireless Gaming Earbuds,TWS Headphones with RGB Lights case, 40ms Low Latency, Bluetooth 5.3, 40 Hours Playtime, ENC, 8mm Speaker Size (Black TWS)","₹3,999","1,598",Wings,,Black,,,In Ear,Wireless,,,,,,,Bluetooth,,,,,,,,,,,,
114,"Skullcandy Hesh Evo Wireless Over-Ear Headphone, Rapid Charge (10 min = 3 hrs), Noise-Isolating Fit and Built-in Tile Finding Technology (Blue)","₹14,999","8,499",Skullcandy,Hesh Evo,Blue,Over Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
115,"(Renewed) Skullcandy Dime True Wireless Earbuds with 12 Hours Total Battery, IPX4 Sweat and Water Resistant, Secure Noise Isolating Fit (Golden Red)",NaN,NaN,Skullcandy,Dime TWS,Golden Red,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
116,"Meyaar SPN Edition SP-26 Wired Durable Metal Earphones Earbuds with Microphone & Deep Bass Clear Sound Noise Isolating in Ear Headphones, Stereo Ear Buds for Cell Phones, Laptop, Tablet, (Black)",₹799,129,Meyaar,,Metal Black,In Ear,wired usb,,,,,,,,,,,,,,,,,,,,,
117,"pTron Bassbuds Xtreme in Ear Bluetooth Truly Wireless in Ear Earbuds with mic, 32Hrs Playtime, BT5.3, 13mm Driver, Stereo Calls, DeepBass, Zany Case & Type-C Fast Charging (Grey/Black)","₹4,599","1,099",PTron,Bassbuds Xtreme,Grey/Black,,,In Ear,,,,,,,Wireless,,,,,,,,,,,,,
118,(Renewed) Skullcandy Push True Wireless Earbuds (Dark Gray/Black),NaN,,Skullcandy,,Gray/Black,In Ear,Wireless,,,Bluetooth,,,,,,,,,,,,,,,,,,
119,Skullcandy Jib Plus Wireless in-Earphone with Mic (Black) (S2JPW-M003),"₹2,499","1,399",Skullcandy,Jib Plus,Black,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
120,Skullcandy Jib 2 In-Ear True Wireless Earbuds with Mic (Black),"₹9,999","3,799",Skullcandy,Jib 2 TWS,Black,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
121,Skullcandy Indy Evo Truly Wireless Bluetooth in Ear Earbuds with Mic (Blue),"₹9,999","5,808",Skullcandy,Indy Evo,Blue,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
122,"Noise Newly Launched Buds Connect Truly Wireless in Ear Earbuds with 50H Playtime, Quad Mic with ENC, Instacharge(10 min=120 min), 13mm Driver, Hyper Sync, and BT v5.2 (Carbon Black)","₹3,999","1,499",Noise,Buds Connect,Carbon Black,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
123,"Boult Audio Z20 True Wireless in Ear Earbuds with Zen ENC Mic, 40H Playtime, Type-C Fast Charging, Made in India, 10mm Rich Bass Drivers, Environmental Noise Cancellation, IPX5 Ear Buds TWS (Green)","₹5,499","1,399",Boult Audio,AirBass,Z20 Green,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
124,"boAt Airdopes 121v2 in-Ear True Wireless Earbuds with Upto 14 Hours Playback & Stone 170 5W Bluetooth Speaker with Upto 6 Hours Playback, TWS Feature, IPX6, Multifunction Buttons",NaN,,boAt,,,In Ear,Wireless,,,Bluetooth,,,"earbud, in-ear",,,,,,,,,,,,,,,
125,Jabra Enterprise Store Evolve2 40 UC Wired On Ear Headphone with Mic (Black),"₹26,500","11,950",Jabra,Evolve2 40,Black,On Ear,Wired,,,,,,,,,,,,,,,,,,,,,
126,Jabra Evolve2 65 Link380a MS Bluetooth Wireless On Ear Headphone with Mic (Black),"₹36,500","32,000",Jabra,,Black,On Ear,Wireless,,,Bluetooth,,,,,,,,,,,,,,,,,,
127,(Renewed) Skullcandy Indy Evo Truly Wireless Bluetooth In Ear Earbuds with Mic (Blue),NaN,,Skullcandy,,Blue,In Ear,Wireless,,,Bluetooth,,,,,,,,,,,,,,,,,,
128,"Noise Buds Vs104 Bluetooth Truly Wireless in Ear Earbuds with Mic, 30-Hours of Playtime, Instacharge, 13Mm Driver and Hyper Sync (Mint Green)","₹3,499","1,499",Noise,Buds VS104,Mint Green,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
129,"ZEBRONICS Jumbo LITE with 70 Hours Backup, Bluetooth v5.2 Wireless In ear Neckband, Fast Charging, ENC Calling, Gaming Mode (Upto 50ms), Voice Assistant, Dual Pairing, Splash Proof, and Type C (Green)","₹2,999",999,ZEBRONICS,Zeb Yoga 7 (Jumbo Lite),Green,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
130,Skullcandy Jib True Wireless in-Ear Earbud-Blue,"₹8,999","3,199",Skullcandy,Jib True Wireless Earbuds,Blue,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
131,"pTron Tangent Lite Bluetooth 5.0 Earphones with Mic, Hi-Fi Stereo Sound Neckband, 8Hrs Playtime, Lightweight Snug-fit in-Ear Headphones, IPX4 Water Resistant, Fast Charge & Voice Assistant (Black)","₹1,800",649,PTron,Tangent,Black,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
132,"Jabra Talk 15 SE Mono Bluetooth Wireless in Ear Single Earphones with mic, Media Streaming and up to 7 Hours Talk Time - Black","₹1,999","1,899",Jabra,Talk 15 SE,Black,On Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
133,"Boult Audio Z25 with 32H Playtime, 45ms Low Latency, Type-C Fast Charging (10=150Mins), 13mm Rich Bass Drivers, Zen ENC Mic, TWS Bluetooth 5.3 True Wireless Airbass in Ear Earbuds (Blue Moss)","₹2,999","1,299",Boult Audio,AirBass,Blue Moss,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
134,"Skullcandy Jib (TWS) Bluetooth Truly Wireless in Ear Earbuds with 22 Hours Total Battery, IPX4 Sweat and Water Resistant, with mic, Noise-Isolating Fit, Call, Track and Volume Control (Black)","₹8,999","3,299",Skullcandy,Jib True Wireless Earbuds,Black,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
135,Jabra Evolve2 65 Headset,"₹79,120","59,120",Jabra,,Black,On Ear,Bluetooth,,,Bluetooth,,,,,,,,,,,,,,,,,,
136,"Meyaar SPN.SP-29 [Combo of 2] Ultra High Bass Perfume Headset, Wired in-Ear Earphone with Mic (2 Black)",₹999,259,Meyaar,SP-29,Black (2 Pack),In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
137,"boAt Rockerz 330 in-Ear Bluetooth Neckband with Upto 30 Hours Playtime, ASAP Charge, Signature Sound, Dual Pairing & IPX5 with Mic (Active Black)","₹3,990",999,boAt,Rockerz 330,Active Black,In Ear,Bluetooth 5.0,,,,,,,,,,,,,,,,,,,,,
138,"Zebronics Zeb-Lark Metallic Wireless in Ear Neckband Earphone with BT 5.0, Rapid Fast Charging (Metallic Yellow)","₹1,449",799,ZEBRONICS,ZEB-LARK,Metallic Yellow,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
139,boAt Rockerz 255 Pro+ in-Ear Bluetooth Neckband (Active Black) & Rockerz 450 Bluetooth On Ear Headphones with Mic(Luscious Black) & Rockerz 450 Bluetooth On Ear Headphones(Aqua Blue),NaN,"1,999",boAt,,Active Black,On Ear,Wireless,,,Bluetooth,,,,,,,,,,,,,,,,,,
140,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback & Airdopes 121v2 True Wireless Earbuds with Upto 14 Hours Playback, 8MM Drivers & Multifunction Controls(Active Black)",NaN,"1,099",boAt,,Black,On Ear,Wireless,,,Bluetooth,,,,,,,,,,,,,,,,,,
141,boAt Bassheads 220 Wired in Ear Earphones(Indi Blue),₹999,499,boAt,Bassheads 220,Indi Blue,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
142,Skullcandy Dime 2 in-Ear True Wireless Earbuds with Mic (Black),"₹7,999","2,616",Skullcandy,Dime 2 TWS,Black,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
143,"PTron Boom Ultima 4D Dual Driver, in-Ear Gaming Wired Headphones with in-line Mic, Volume Control & Passive Noise Cancelling Boom 3 Earphones - (Dark Blue)","₹1,900",299,PTron,Boom Ultima,Dark Blue,,,In Ear,Wired,,,,,,,,,,,,,,,,,,,
144,Portronics Aural 1 Foldable On Ear Wired Headphone with Powerful Bass I 3.5mm Audio Jack I in-Built Mic (White),"₹1,499",949,Portronics,Aural 1,White,On Ear,Wired,,,,,,,,,,,,,,,,,,,,,
145,"Noise Buds VS402 Truly Wireless in Ear Earbuds with 35-Hours of Playtime, Instacharge, Quad Mic with ENC, Hyper Sync, Low Latency, 10mm Driver, Bluetooth v5.3 and Breathing LED Lights (Neon White)","₹3,999","1,799",Noise,Buds VS402,Neon White,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
146,Dylect in-Ear Wired Earphone I Stereo Quality Sound I High Bass I in-Built Mic I 1.2m Tangle Free Cable I 3.5mm Aux Port (Black),₹299,188,Dylect,Dylect Wired Earphone,Black,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
147,"pTron Bassbuds Plus True Wireless Bluetooth 5.0 in Ear Earbuds with, Deep Bass, IPX4 Water/Sweat Resistant, Passive Noise Canceling, Up to 8Hrs Battery,Digital Display & with Mic(Blue & Black)","₹2,499",849,PTron,Bassbuds Plus,Blue & Black,In Ear,"Wireless, Bluetooth 5.0",,,,,,,,,,,,,,,,,,,,,
148,"Jabra Evolve2 75 PC Wireless Headset with 8-Microphone Technology - Dual Foam Stereo Headphones with Advanced Active Noise Cancelling, USB-C Bluetooth Adapter and MS Teams-Compatibility - Black","₹59,000","45,000",Jabra,Evolve2 75,Black,Over Ear,USB,,,,,,,,,,,,,,,,,,,,,
149,Jabra Enterprise Store Evolve2 40 UC Wired On Ear Headphone with Mic (Black),"₹26,500","11,950",Jabra,Evolve2 40,Black,On Ear,Wired,,,,,,,,,,,,,,,,,,,,,
150,Skullcandy Mod True Wireless in-Ear Earbuds - True Black,"₹16,999","5,999",Skullcandy,Mod True Wireless,Green Black,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
151,"Portronics Harmonics Z2 Wireless Bluetooth 5.2 Headset with Mic, ENC Noise Cancelling, Upto 30Hrs Playtime, Fast Charging Type C Neckband, Voice Assistant, & in-line Controls (Blue)","₹1,999",749,Portronics,Harmonics Z2,Blue,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
152,"(Renewed) boAt Rockerz 518 Bluetooth Headphone with Thumping Bass, Up to 10H Playtime, Dual Connectivity Modes, Easy Access Controls and Ergonomic Design (Viper Green)",NaN,,boAt,,Viper Green,On Ear,Bluetooth,,,Bluetooth,,,,,,,,,,,,,,,,,,
153,"Boult Audio Z25 True Wireless in Ear Earbuds with 32H Playtime, 45ms Low Latency, Type-C Fast Charging (10=150Mins), Made in India, Zen ENC Mic, 13mm Bass Drivers, Bluetooth 5.3 Ear Buds (Candy Cane)","₹2,999","1,299",Boult Audio,AirBass,Candy Cane,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
154,"boAt Airdopes 413ANC True Wireless in Ear Earbuds with Hybrid ANC (Carbon Black) & Xtend Smartwatch with Alexa Built-in, 1.69” HD Display(Pitch Black) & Xtend Smartwatch with Alexa Built-in",NaN,,boAt,,Carbon Black,In Ear,Wireless,,,Wireless,,,,,,,,,,,,,,,,,,
155,"pTron Pride Lite HBE (High Bass Earphones) in Ear Wired Earphones with Mic, 10mm Powerful Driver for Stereo Audio, Noise Cancelling Headset with 1.2m Tangle-Free Cable & 3.5mm Aux - (Blue)",₹749.17,229,PTron,Pride Lite,Blue,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
156,ZEBRONICS Zeb-Duke Wireless Bluetooth Over The Ear Headphone with Mic - (Green),"₹2,499","1,299",ZEBRONICS,Zeb-Duke,Green,Over Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
157,Meyaar SPN UpBeat-1 Wired in Ear Earphone with Mic (Black+Blue),₹799,299,Meyaar,Upbeat-1,Black+Blue,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
158,Jabra (Renewed) Elite Active 65t True Wireless Earbuds and Charging Case (Titanium Black),NaN,NaN,Jabra,,Titanium Black,In Ear,Wireless,,,Bluetooth,,,,,,,,,,,,,,,,,,
159,boAt BassHeads 100 in-Ear Wired Headphones with Mic (Black) & Bassheads 100 in Ear Wired Earphones with Mic(Taffy Pink),NaN,,boAt,,Black,In Ear,Wired,,,,,,in-ear,,,,,,,,,,,,,,,
160,"boAt Airdopes 413ANC True Wireless in Ear Earbuds with Hybrid ANC (Carbon Black) & Wave Call Smart Watch, Smart Talk & Xtend Smartwatch with Alexa Built-in",NaN,,boAt,,Carbon Black,In Ear,Wireless,,,Bluetooth,,,,,,,,,,,,,,,,,,
161,"Noise Buds VS304 Truly Wireless in Ear Earbuds with 35H of Playtime, Instacharge(10 min=120 min), 13 mm Driver and BT v5.3 (Jet Black)","₹2,999","1,099",Noise,Buds VS304,Jet Black,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
162,"Boult Audio Newly Launched XCharge with ENC Mic, 20H Playtime, Biggest 14.2mm Bass Drivers, Type-C Fast Charging (15Mins=15Hrs), Made in India Neckband Probass Bluetooth Wireless Earphones (Black)","₹4,999",899,Boult Audio,ProBass Xcharge,Black,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
163,"Meyaar SPN Earbuds Headphones with Microphone 5 Pack, Earbuds Wired Stereo Earphones in-Ear Headphones Bass Earbuds, for All Smartphones, Fits All 3.5mm Interface Device (2 Black 3 White)",₹999,479,Meyaar,,Black,In Ear,wired usb,,,,,,,,,,,,,,,,,,,,,
164,"Boult Audio FXCharge Wireless in Ear Bluetooth Earphones with ENC Mic, 32H Playtime, Type-C Fast Charging (5Min=7Hrs Playtime), Made in India, Biggest 14.2mm Bass Drivers Neckband Ear Phones (Green)","₹4,499",999,Boult Audio,ProBass,FXCharge Green,In Ear,Bluetooth 5.2,,,,,,,,,,,,,,,,,,,,,
165,"JBL C100SI Wired In Ear Headphones with Mic, JBL Pure Bass Sound, One Button Multi-function Remote, Angled Buds for Comfort fit (Black)",₹999,599,JBL,C100SI,Black,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
166,"boAt Rockerz 550 Bluetooth Wireless Over Ear Headphones with Upto 20 Hours Playback & Airdopes 121v2 True Wireless Earbuds with Upto 14 Hours Playback, 8MM Drivers, Battery Indicators (Active Black)",NaN,,boAt,,Black,"Over Ear, In Ear",Wireless,,,Bluetooth,,,,,,,,,,,,,,,,,,
167,"boAt Airdopes 181 in-Ear True Wireless Earbuds with ENx Tech (Carbon Black) & Wave Call Smart Watch, Smart Talk (Active Black) & Xtend/Xtend RTL Smartwatch (Sandy Cream)",NaN,,boAt,,Black,In Ear,Wireless,,,Wireless,,,,,,,,,,,,,,,,,,
168,"CableCreation 3.5mm TRS Aux Cable, Braided Audio Auxiliary Input Adapter Male to Male for Car, Hi-Fi Sound, Cotton Compatible with Headphone, Galaxy S22, Phone, Home Stereo, Car Stereo&More","₹1,399",599,CableCreation,,"Gold, White, Black",,Auxiliary,,,,AUX,"Laptop, Television, Personal Computer, Smartphone",,,,,,,,,,,,,,,,
169,"Meyaar 225 in-Ear Wired Earphones with Super Extra Bass, Metallic Finish, Tangle-Free Cable and Gold Plated Angled Jack Headphones with Mic (Metal Black)",₹999,329,Meyaar,,Black,Earbuds,wired usb,,,,,,,,,,,,,,,,,,,,,
170,"(Renewed) boAt Airdopes 441 Bluetooth Truly Wireless In Ear Earbuds with Mic (Green, Spirit Lime)",NaN,NaN,boAt,Airdopes 441,Spirit Lime,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
171,Jabra Evolve2 65 Link380c UC Headphone (Black),"₹42,500","36,400",Jabra,,Black,On Ear,Wireless,,,,,,With Microphone,,,,,,,,,,,,,,,
172,"Gaming Headset K8 with Surround Sound, Premium Wired Over Ear Gaming Headphones with Mic & LED Light, Compatible with PS5, PS4, Switch, Xbox Series X|S, PC, Laptop. (White)","₹1,999",827,RUNMUS GAMING,K8,Black,Over Ear,Wired,,,,,,,,,,,,,,,,,,,,,
173,"ZEBRONICS Zeb-Buds 30 3.5Mm Stereo Wired in Ear Earphones with Mic for Calling, Volume Control, Multifunction Button, 14Mm Drivers, Stylish Eartip,1.2 Meter Durable Cable and Lightweight Design(Blue)",NaN,NaN,ZEBRONICS,Zeb-Buds 30 (Blue),Blue,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
174,"Skullcandy Jib True Wireless Earbuds with 22 Hours Total Battery, IPX4 Sweat and Water Resistant, Use Either Bud Solo, Dual Microphones, Noise-Isolating Fit,Call, Track and Volume Control (Orange Black)","₹8,999","3,299",Skullcandy,Jib TWS,Orange Black,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
175,"Portronics Harmonics Twins S3 Smart TWS Bluetooth 5.2 Earbuds with 20 Hrs Playtime, 8 MM Drivers, Lightweight Earbuds(White)","₹1,999","1,049",Portronics,Twins S3,White,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
176,"Meyaar [Pack of 2 Beex Abhinandan Series HF-61 in-Ear Wired Earphones with mic, Suitable for Android Smartphones (2 Black)",₹999,299,Meyaar,HF-61_2Q,Black,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
177,"Boult Audio X30 True Wireless in Ear Earbuds with 40H Playtime, Quad Mic ENC, 45ms Xtreme Low Latency, Made in India, Type-C Fast Charging, 3 Equalizer Modes (Rock, BoomX, Hi-Fi), BT 5.1 (Warm Grey)","₹4,999","1,499",Boult Audio,AirBass,Warm Grey,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
178,Noise Buds VS201 V2 in-Ear Truly Wireless Earbuds with Dual Equalizer | with Mic | Total 14-Hour Playtime | Full Touch Control | IPX5 Water Resistance and Bluetooth v5.1 (Snow White),"₹2,999","1,299",Noise,Buds VS201 V2,Snow White,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
179,"Portronics Muffs M1 Wireless Bluetooth Over Ear Headphone, Powerful Bass, Handsfree Calling, 3.5mm Aux in, Long Playtime(Grey)","₹2,499","1,749",Portronics,Muffs M1,Grey,Over Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
180,Jabra Engage 50 Wired Headset with Mic (Black),"₹25,771","23,967",Jabra,,Black,,Wired,,,WIRED,,,Headband,,,,,,,,,,,,,,,
181,boAt Bassheads 242 in Ear Wired Earphones with Mic(Active Black) & Bassheads 242 in Ear Wired Earphones with Mic(Red),NaN,,boAt,,Red,In Ear,Wired,,,,,,,,,,Adult,,,,,,,,,,,
182,Jabra Evolve 80 UC Duo USB Headband MS Optimized Connector (Black),"₹84,034","58,034",Jabra,,Black,,,,Wired,,,,with microphone,,,,Adult,,,,,,,,,,,
183,"Portronics Harmonics 250 Wireless Bluetooth Headset with 60 Hrs Playtime in 2 Hrs Charging, 800mAh Battery, Voice Assistant(Green)","₹2,999",999,Portronics,Harmonics 250,Green,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
184,"Zebronics Zeb-Buds 10 (Red) In Ear Wired Earphones with Mic, Metallic Design, L Shaped Connector, 13.5mm NdFeb Drivers",₹699,329,ZEBRONICS,Zeb-Buds 10 (Red),Red,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
185,Boat Rockerz 510 Wireless Bluetooth On ear Headphones (Black),"₹3,999","3,599",boAt,,Red,Over Ear,"Wireless, Bluetooth 4.1",,,Bluetooth,,,,,,,,,,,,,,,,,,
186,boAt Bassheads 100 Wired in Ear Earphones with Mic (Mint Green),₹999,399,boAt,Bassheads 100,Mint Green,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
187,Skullcandy Riff Wired On-Ear Headphone with Mic (Grey/Speckle/Miami),"₹2,999","2,299",Skullcandy,Riff Wired,Grey,On Ear,Wired,,,,,,,,,,,,,,,,,,,,,
188,"boAt Airdopes 141 Bluetooth Truly Wireless Earbuds with Upto 42H Playtime & Rockerz 370 On Ear Bluetooth Headphones with Upto 12 Hours Playtime, Cozy Padded Earcups and Bluetooth v5.0(Buoyant Black)",NaN,,boAt,,Black,On Ear,Wireless,,,Bluetooth,,,,,,,,,,,,,,,,,,
189,Meyaar R-Plus 2208 Edition Deep Bass Wired Durable Metal Earphones Headphones with Microphone in Ear Earbuds Noise Isolating Earphones Remote & Mic Headset Stereo Headphones for Android & iOS (White),₹799,99,Meyaar,,White,In Ear,wired usb,,,,,,,,,,,,,,,,,,,,,
190,"Portronics Muffs M1 Wireless Bluetooth Over Ear Headphone, Powerful Bass, Handsfree Calling, 3.5mm Aux in, Long Playtime(Black)","₹2,499","1,699",Portronics,Muffs M1,Black,Over Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
191,"pTron Tangent Duo Made in India Bluetooth 5.2 Wireless in-Ear Earphones with Mic, 24Hrs Playback, 13mm Drivers, Punchy Bass, Fast Charging, Voice Assistant, IPX4 & in-line Controls (Black & Green)","₹1,899",549,PTron,Tangent,Black & Green,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
192,ZEBRONICS Zeb-Thunder Bluetooth Wireless Over Ear Headphone (Black) & Zeb-County 3W Wireless Bluetooth Portable Speaker & Call Function. (Black) & Zeb-Sound Bomb 1 TWS Earbuds with BT5.0 (Black),NaN,,ZEBRONICS,,Black,"Over Ear, In Ear","Wireless, Wired",,,Bluetooth,,,,,,,,,,,,,,,,,,
